
fd716ed,Ben Reid,Fri Apr 28 23:02:14 2023,"On WEBGL-TEST: !!GitHub_Desktop<WEBGL-TEST>", 
dd57223,Ben Reid,Fri Apr 28 23:02:14 2023,"index on WEBGL-TEST: dd4f775 remove unused files, reduce texture size", 
c441d9b,Ben Reid,Thu Apr 20 11:30:52 2023,"New Enviroment",   17 files changed, 1403432 insertions(+), 1359452 deletions(-) 
8a3890b,Ben Reid,Thu Apr 20 10:00:38 2023,"Merge branch 'Environment' into Tools", 
684c956,Ben Reid,Thu Apr 20 09:55:28 2023,"Revert "Merge branch 'Fergus' into Tools"",   20 files changed, 695376 insertions(+), 110535 deletions(-) 
87f3d1f,Ben Reid,Thu Apr 20 09:48:52 2023,"Merge branch 'Fergus' into Tools", 
93e75a4,Fergeist,Thu Apr 20 07:52:05 2023,"I tried okay",   111 files changed, 31247 insertions(+), 10365 deletions(-) 
1a8a235,Ben Reid,Thu Apr 20 00:08:03 2023,"Working DPad",   33 files changed, 8072 insertions(+), 5616 deletions(-) 
c765420,lward274,Wed Apr 19 22:24:03 2023,"grass rotation",   1 file changed, 451 insertions(+), 451 deletions(-) 
caf20b7,lward274,Wed Apr 19 21:46:43 2023,"fences",   6 files changed, 2624 insertions(+), 11 deletions(-) 
549065b,Ben Reid,Wed Apr 19 20:55:02 2023,"Merge branch 'Laura' into Tools", 
2ba4bd5,Ben Reid,Wed Apr 19 20:53:38 2023,"some UI fixes",   50 files changed, 11369 insertions(+), 6617 deletions(-) 
f8bd03a,lward274,Wed Apr 19 17:04:30 2023,"added d-pad test sprites",   8 files changed, 454 insertions(+), 173 deletions(-) 
fe0da1e,lward274,Mon Apr 17 13:44:00 2023,"Friends Page Change",   7 files changed, 574 insertions(+), 28 deletions(-) 
ac0a3c1,lward274,Mon Apr 17 13:31:32 2023,"Adjust Journal Text Size",   4 files changed, 82 insertions(+), 79 deletions(-) 
f5531c8,Ben Reid,Mon Apr 17 10:22:32 2023,"Fergus",   4 files changed, 1020998 insertions(+), 13882 deletions(-) 
7a68852,Ben Reid,Thu Apr 13 12:46:29 2023,"a",   3 files changed, 6222 insertions(+), 6215 deletions(-) 
58c293f,Ben Reid,Thu Apr 13 12:37:59 2023,"new farm",   1 file changed, 18503 insertions(+), 2931 deletions(-) 
ca41c4b,Mark Allison,Thu Apr 13 12:30:06 2023,"scale",   5 files changed, 6579 insertions(+), 6585 deletions(-) 
f93ab9c,Ben Reid,Thu Apr 13 12:03:08 2023,"Merge branch 'Tools' of https://github.com/Cromby5/Awakened-Acres into Tools", 
81fa1c5,Ben Reid,Thu Apr 13 12:02:58 2023,"fergus scal4e",   17 files changed, 703 insertions(+), 715 deletions(-) 
e7b1a54,Mark Allison,Thu Apr 13 11:46:24 2023,"Small Changes.",   3 files changed, 3 insertions(+), 4 deletions(-) 
2dbf69f,Mark Allison,Thu Apr 13 11:02:56 2023,"placement",   16 files changed, 44183 insertions(+), 58047 deletions(-) 
b18dc84,Ben Reid,Thu Apr 13 09:31:45 2023,"a",   9 files changed, 345 insertions(+), 146 deletions(-) 
f4db5bb,Ben Reid,Thu Apr 13 04:07:54 2023,"new anim + more fixes",   100 files changed, 18144 insertions(+), 14121 deletions(-) 
96f667a,Ben Reid,Tue Apr 11 05:05:28 2023,"Highlight Plus Added",   113 files changed, 9988 insertions(+), 210 deletions(-) 
219bffa,Ben Reid,Tue Apr 11 04:36:33 2023,"null reference fix",   7 files changed, 49 insertions(+), 4 deletions(-) 
f9cc93d,Ben Reid,Tue Apr 11 03:19:42 2023,"'",   1 file changed, 1 insertion(+), 1 deletion(-) 
3a058df,Ben Reid,Tue Apr 11 03:15:59 2023,"Ability Bar Fixes",   73 files changed, 18440 insertions(+), 15914 deletions(-) 
e01f688,Mark Allison,Mon Apr 10 13:35:16 2023,"More Dialogue and Farming Balance.",   7 files changed, 21 insertions(+), 2 deletions(-) 
46d3adc,Mark Allison,Mon Apr 10 12:34:13 2023,"Dialogue Updates.",   12 files changed, 36 insertions(+), 2 deletions(-) 
d7fe7c4,Mark Allison,Sun Apr 9 16:33:22 2023,"Merge branch 'Tools' of https://github.com/Cromby5/Awakened-Acres into Tools", 
c5e1a55,Mark Allison,Sun Apr 9 14:19:11 2023,"Potion Dialogue Introduction Inky File Implemented.",   3 files changed, 6 insertions(+), 9 deletions(-) 
643ae7a,Ben Reid,Sun Apr 9 13:51:09 2023,"dialogue addition",   38 files changed, 8321 insertions(+), 7981 deletions(-) 
f32a414,Ben Reid,Thu Apr 6 12:14:09 2023,"class idk",   13 files changed, 18607 insertions(+), 17122 deletions(-) 
f4fb405,Ben Reid,Thu Apr 6 02:47:45 2023,"Light Mechanic + removed old files",   380 files changed, 13570 insertions(+), 39309 deletions(-) 
a80928e,Ben Reid,Wed Apr 5 04:20:23 2023,"Dialogue tags",   155 files changed, 17862 insertions(+), 14906 deletions(-) 
bf4d637,Ben Reid,Sun Apr 2 05:34:33 2023,"Ink Dialogue System",   333 files changed, 30821 insertions(+), 15 deletions(-) 
3d6f081,Ben Reid,Thu Mar 30 11:27:40 2023,"mark",   96 files changed, 5886 insertions(+), 4302 deletions(-) 
869925e,Ben Reid,Wed Mar 29 21:58:14 2023,"import",   219 files changed, 1020325 insertions(+), 6197 deletions(-) 
f14f22f,Ben Reid,Thu Mar 23 02:00:28 2023,"UI temp extras",   23 files changed, 16767 insertions(+), 8171 deletions(-) 
5cb0f52,Ben Reid,Thu Mar 23 00:36:52 2023,"Switch Fixes, Maze, Mirror, New Book UI",   120 files changed, 199401 insertions(+), 41082 deletions(-) 
fe85b8c,Fergeist,Wed Mar 22 14:53:26 2023,"trail markers",   25 files changed, 5398 insertions(+), 114 deletions(-) 
4b47d8f,Ben Reid,Wed Mar 22 14:47:24 2023,"Merge branch 'main' into Tools", 
881e251,Ben Reid,Wed Mar 22 14:40:39 2023,"book",   62 files changed, 3839 insertions(+), 71 deletions(-) 
0a17244,Fergeist,Wed Mar 22 14:36:00 2023,"Moved Puzzle into Forest",   3 files changed, 422392 insertions(+), 142781 deletions(-) 
ea369ca,Fergeist,Wed Mar 22 14:26:31 2023,"updated forest",   16 files changed, 176459 insertions(+), 18693 deletions(-) 
a5a7061,Ben Reid,Wed Mar 22 04:46:34 2023,"very rough maze setup",   26 files changed, 18760 insertions(+), 4819 deletions(-) 
24670e7,Ben Reid,Wed Mar 22 02:47:32 2023,"Mirror Puzzle, Model Replace",   39 files changed, 34141 insertions(+), 9898 deletions(-) 
dea8376,Ben Reid,Tue Mar 21 00:57:34 2023,"Merge branch 'main' into Tools", 
8f1abc2,Ben Reid,Tue Mar 21 00:20:48 2023,"Farming Spell wheel",   35 files changed, 2250 insertions(+), 670 deletions(-) 
d93b10b,Fergeist,Mon Mar 20 20:12:21 2023,"added forest",   122 files changed, 197972 insertions(+), 66704 deletions(-) 
b93b28c,Ben Reid,Mon Mar 20 01:36:41 2023,"Cursor Bug fix",   55 files changed, 36197 insertions(+), 294 deletions(-) 
0d09e52,Ben Reid,Sun Mar 19 19:59:40 2023,"Door Switch Mechanic Only",   15 files changed, 990 insertions(+), 2229 deletions(-) 
ccd8b36,Ben Reid,Sat Mar 18 02:45:34 2023,"Camera Pan on Complete",   22 files changed, 1676 insertions(+), 810 deletions(-) 
a943f2f,Ben Reid,Fri Mar 17 17:44:15 2023,"Merge branch 'Map' into Tools", 
d1359c2,Caitlin F,Thu Mar 16 10:11:58 2023,"intro section maze done",   4 files changed, 50554 insertions(+), 2596 deletions(-) 
b69ae22,Ben Reid,Thu Mar 16 03:17:43 2023,"Misc attempts at stuff, Health/Maze",   65 files changed, 161051 insertions(+), 10787 deletions(-) 
56f3db5,Ben Reid,Tue Mar 14 01:52:34 2023,"textures",   52 files changed, 3187 insertions(+) 
387fa76,Ben Reid,Tue Mar 14 01:51:21 2023,"Merge branch 'main' into Map", 
7b4a60c,Ben Reid,Tue Mar 14 01:49:56 2023,"Fergus Destruction part 10",   52 files changed, 3187 insertions(+) 
b38930a,Ben Reid,Tue Mar 14 01:48:27 2023,"Merge branch 'Tools'", 
aab3e84,Ben Reid,Tue Mar 14 01:46:36 2023,"Merge branch 'Tools' into Map", 
e54b07c,Ben Reid,Tue Mar 14 01:45:49 2023,"FergusFix",   53 files changed, 3341 insertions(+), 51 deletions(-) 
81191b1,Ben Reid,Tue Mar 14 01:40:41 2023,"Merge branch 'Fergus-FARM-TEXTURES' into Tools", 
2cf3bad,Ben Reid,Tue Mar 14 01:37:07 2023,"Revert editor?",   5 files changed, 87 insertions(+), 210 deletions(-) 
7ef4cbf,Ben Reid,Tue Mar 14 01:18:48 2023,"Updated Map Branch",   3 files changed, 139654 insertions(+), 59869 deletions(-) 
a9c916b,Ben Reid,Tue Mar 14 01:17:22 2023,"Merge branch 'Map-Recovery' into Tools-Recovery", 
3ebb9a5,Ben Reid,Tue Mar 14 01:10:41 2023,"Revert "added new farm textures"",   58 files changed, 88 insertions(+), 3398 deletions(-) 
b914ac8,Ben Reid,Tue Mar 14 01:02:00 2023,"Merge branch 'Tools' of https://github.com/Cromby5/Awakened-Acres into Tools", 
95e36e0,Ben Reid,Tue Mar 14 01:01:56 2023,"fixing",   16 files changed, 144727 insertions(+), 1185 deletions(-) 
10c3c7b,Ben Reid,Tue Mar 14 00:48:51 2023,"Revert "added new farm textures"",   58 files changed, 88 insertions(+), 3398 deletions(-) 
e9e28a4,Ben Reid,Tue Mar 14 00:41:27 2023,"revert",   57 files changed, 87 insertions(+), 3397 deletions(-) 
ccf018a,Ben Reid,Tue Mar 14 00:38:12 2023,"Merge branch 'main' into Tools", 
55ed4ff,Ben Reid,Tue Mar 14 00:36:34 2023,"t",   11 files changed, 1472 insertions(+), 1354 deletions(-) 
4003aa1,Ben Reid,Mon Mar 13 17:03:27 2023,"Merge branch 'main' into Map", 
08e5c66,Caitlin F,Mon Mar 13 12:50:34 2023,"Sections",   1 file changed, 7 insertions(+), 2 deletions(-) 
0776280,Caitlin F,Mon Mar 13 12:47:38 2023,"Sections done",   2 files changed, 114182 insertions(+), 54050 deletions(-) 
b02737c,Fergeist,Mon Mar 13 11:15:57 2023,"added new farm textures",   58 files changed, 3398 insertions(+), 88 deletions(-) 
7850d9f,Ben Reid,Mon Mar 13 04:43:27 2023,"Health",   70 files changed, 7820 insertions(+), 1344 deletions(-) 
2042e3b,Caitlin F,Thu Mar 9 12:33:50 2023,"Update Settings.json",   1 file changed, 3 insertions(+), 3 deletions(-) 
e225ab2,Caitlin F,Wed Mar 8 22:36:45 2023,"Grayboxed first section",   9 files changed, 83569 insertions(+), 205 deletions(-) 
1dd7ac9,lward274,Wed Mar 8 20:59:07 2023,"mirror location changes",   3 files changed, 1167 insertions(+), 1905 deletions(-) 
5e64fdb,lward274,Wed Mar 8 20:05:33 2023,"Mirror Puzzle Greyboxing",   6 files changed, 47804 insertions(+), 3 deletions(-) 
3fb87e5,Ben Reid,Tue Mar 7 02:24:19 2023,"Early Roaming NPC Characters",   74 files changed, 10179 insertions(+), 26619 deletions(-) 
5d37c94,Ben Reid,Thu Mar 2 03:06:47 2023,"Merge remote-tracking branch 'origin/Vangelis'", 
a0ea570,Ben Reid,Thu Mar 2 03:05:55 2023,"Merge branch 'Tools'", 
f25a65d,Ben Reid,Thu Mar 2 03:05:04 2023,"Extra puzzle + debug mirror",   18 files changed, 46863 insertions(+), 784 deletions(-) 
a2c5c7b,Vangoleiros,Thu Mar 2 01:38:06 2023,"Moving door on the entrance of the maze and early dialogue(problems on the new version)",   16 files changed, 1434 insertions(+), 5 deletions(-) 
9edec42,Ben Reid,Wed Mar 1 04:03:34 2023,"Model Upload + Mirror puzzle 1.1 testing",   175 files changed, 12298 insertions(+), 1182 deletions(-) 
d543402,Ben Reid,Thu Feb 23 10:33:02 2023,"Merge branch 'Tools'", 
0278086,Ben Reid,Thu Feb 23 10:31:44 2023,"Fallback upload",   12 files changed, 390947 insertions(+), 841 deletions(-) 
17be271,Vangoleiros,Wed Feb 22 02:45:57 2023,"All crack animations are ready",   184 files changed, 18489 insertions(+), 573 deletions(-) 
27a5899,Ben Reid,Tue Feb 21 23:30:32 2023,"basescriptableobject",   18 files changed, 322 insertions(+), 120 deletions(-) 
76cc65c,Ben Reid,Tue Feb 21 02:51:31 2023,"New map, mirror test, z buffer fix,",   30 files changed, 259723 insertions(+), 279117 deletions(-) 
3a66806,Ben Reid,Mon Feb 20 13:29:56 2023,"Merge branch 'Fergus' into Tools", 
9b7b0c7,Ben Reid,Mon Feb 20 13:14:18 2023,"enabled water again",   44 files changed, 5337 insertions(+), 1844 deletions(-) 
c59e85a,Fergeist,Mon Feb 20 13:05:49 2023,"farm test",   20 files changed, 150434 insertions(+) 
9bbb771,Ben Reid,Sun Feb 19 19:03:32 2023,"Generic Testing",   24 files changed, 2287 insertions(+), 886 deletions(-) 
50369a0,Ben Reid,Thu Feb 16 03:10:37 2023,"new idea with additive scences",   11 files changed, 329 insertions(+), 5 deletions(-) 
d10a5b5,Ben Reid,Thu Feb 16 02:56:21 2023,"Radial Wheel Fix, Bomb, General testing",   68 files changed, 13800 insertions(+), 6091 deletions(-) 
1b21364,Vangoleiros,Wed Feb 15 14:34:01 2023,"Update Map.unity",   1 file changed, 1 insertion(+), 1 deletion(-) 
5d1175f,Vangoleiros,Wed Feb 15 14:31:18 2023,"Revert "Update Map.unity"",   1 file changed, 7805 insertions(+), 16403 deletions(-) 
0f1fdba,Vangoleiros,Wed Feb 15 14:31:05 2023,"Revert "Merge"",   158 files changed, 653 insertions(+), 11250 deletions(-) 
b54d63e,Vangoleiros,Wed Feb 15 14:21:34 2023,"Update Map.unity",   1 file changed, 16403 insertions(+), 7805 deletions(-) 
9f85e8b,Ben Reid,Mon Feb 13 22:15:18 2023,"Additive Scene Test",   8 files changed, 277 insertions(+), 66 deletions(-) 
5dc68b5,Ben Reid,Mon Feb 13 20:48:36 2023,"Floor Assets",   172 files changed, 232515 insertions(+), 931 deletions(-) 
bff8f25,Ben Reid,Mon Feb 13 03:23:22 2023,"Merge branch 'UI' into Tools", 
106b4c6,Vangoleiros,Mon Feb 13 01:35:42 2023,"Merge", 
09802a7,Vangoleiros,Mon Feb 13 01:28:56 2023,"Dialogue",   2 files changed, 138 insertions(+), 5 deletions(-) 
5c10a6c,Ben Reid,Mon Feb 13 00:56:34 2023,"Animations + rework for cracked floor",   79 files changed, 7866 insertions(+), 1233 deletions(-) 
b697ddd,Vangoleiros,Sat Feb 11 19:25:33 2023,"Dialogue added only on the gate of the cave. The code needs work for multifunction. Until Monday all the dialogues will be added and the code will be done",   6 files changed, 4697 insertions(+), 3775 deletions(-) 
b683f9e,Ben Reid,Thu Feb 9 00:21:35 2023,"controls",   144 files changed, 9318 insertions(+), 77274 deletions(-) 
91e2f7b,Ben Reid,Wed Feb 8 19:59:53 2023,"control updates",   142 files changed, 57200 insertions(+), 638 deletions(-) 
c4af862,Ben Reid,Wed Feb 8 00:55:39 2023,"Tool,Torch,Save, Control changes",   24 files changed, 7968 insertions(+), 4526 deletions(-) 
1b99363,Ben Reid,Thu Feb 2 23:31:08 2023,"Torches",   16 files changed, 7487 insertions(+), 2389 deletions(-) 
55c966c,Ben Reid,Tue Dec 20 13:52:40 2022,"Final Fixes",   9 files changed, 3678 insertions(+), 3348 deletions(-) 
3426eb2,Ben Reid,Tue Dec 13 11:33:13 2022,"Colliders",   4 files changed, 2611 insertions(+), 2221 deletions(-) 
02d6c2a,Ben Reid,Tue Dec 13 03:15:31 2022,"required for build to work",   4 files changed, 14 insertions(+), 324 deletions(-) 
111a022,Ben Reid,Tue Dec 13 03:02:00 2022,"MISC FIXES",   11 files changed, 3883 insertions(+), 1454 deletions(-) 
168e954,Ben Reid,Tue Dec 13 01:49:03 2022,"Seed Inventory",   46 files changed, 4529 insertions(+), 493 deletions(-) 
93f073d,Ben Reid,Mon Dec 12 23:54:15 2022,"UI",   302 files changed, 134143 insertions(+), 10936 deletions(-) 
1df8592,Ben Reid,Mon Dec 12 12:35:13 2022,"Fixed equip method",   2 files changed, 5 insertions(+), 5 deletions(-) 
4ad9999,Ben Reid,Mon Dec 12 02:39:07 2022,"Crafting, Mouse Over to see the recipe",   11 files changed, 4017 insertions(+), 3527 deletions(-) 
4f40b06,Ben Reid,Sun Dec 11 22:57:27 2022,"Discount Inventory Bar",   103 files changed, 11703 insertions(+), 6266 deletions(-) 
c767908,Ben Reid,Sun Dec 11 03:32:31 2022,"Remove Unneeded Files",   66 files changed, 2724 deletions(-) 
e4114c4,Ben Reid,Sun Dec 11 03:15:19 2022,"Initial UI changes",   335 files changed, 19798 insertions(+), 9839 deletions(-) 
17307ee,Ben Reid,Sat Dec 10 16:18:56 2022,"Axe",   248 files changed, 12692 insertions(+), 2328 deletions(-) 
b99f1fe,Ben Reid,Sat Dec 10 00:58:14 2022,"Skybox, Inventory Use v0.1, grow fix",   164 files changed, 99419 insertions(+), 54477 deletions(-) 
e3b8097,lward274,Wed Dec 7 17:58:46 2022,"Added farm models",   14 files changed, 123586 insertions(+), 63972 deletions(-) 
5fa010b,Ben Reid,Tue Dec 6 09:46:16 2022,"Controls",   6 files changed, 280 insertions(+), 27 deletions(-) 
f8768e6,Ben Reid,Tue Dec 6 03:15:29 2022,"Playtesting build week 11",   24 files changed, 2703 insertions(+), 584 deletions(-) 
5a36280,Ben Reid,Mon Dec 5 22:03:54 2022,"maze lighting, assets",   243 files changed, 31350 insertions(+), 6397 deletions(-) 
aad7274,Ben Reid,Mon Dec 5 13:29:42 2022,"radial wheel Visual update",   28 files changed, 11400 insertions(+), 7761 deletions(-) 
e8b343d,Ben Reid,Sun Dec 4 00:27:11 2022,"materials change",   3 files changed, 3 insertions(+), 3 deletions(-) 
bcdcf3f,Ben Reid,Sun Dec 4 00:24:48 2022,"Crafting table added",   95 files changed, 7641 insertions(+), 493 deletions(-) 
702bdf8,Ben Reid,Sat Dec 3 23:36:46 2022,"correct values for walls",   3 files changed, 335 insertions(+), 97 deletions(-) 
b9c5f85,Ben Reid,Sat Dec 3 23:35:59 2022,"Transparent Wall",   9 files changed, 589 insertions(+), 11 deletions(-) 
ce74c5c,Ben Reid,Sat Dec 3 22:12:41 2022,"breakbox collider",   3 files changed, 59 insertions(+), 75 deletions(-) 
26d0e13,Ben Reid,Sat Dec 3 22:02:19 2022,"slightly playable map scene",   40 files changed, 48677 insertions(+), 43855 deletions(-) 
8bb8d09,Ben Reid,Sat Dec 3 20:03:19 2022,"Merge branch 'main' of https://github.com/Cromby5/Awakened-Acres", 
189d15f,lward274,Sat Dec 3 17:37:01 2022,"updated maze",   7 files changed, 9859 insertions(+), 968 deletions(-) 
c1403db,Ben Reid,Fri Dec 2 01:55:18 2022,"Seperate Ability Bars",   9 files changed, 4141 insertions(+), 528 deletions(-) 
0965cef,Ben Reid,Thu Dec 1 18:51:16 2022,"Radial Menu",   145 files changed, 10786 insertions(+), 3269 deletions(-) 
f90e42c,Ben Reid,Thu Dec 1 03:17:26 2022,"Cleanup part 1",   50 files changed, 2431 insertions(+), 19347 deletions(-) 
946b734,lward274,Wed Nov 30 23:23:44 2022,"basic layout",   5 files changed, 77390 insertions(+), 1 deletion(-) 
9a01b67,Ben Reid,Wed Nov 30 15:27:09 2022,"fire",   134 files changed, 210542 insertions(+), 390 deletions(-) 
b188a63,Ben Reid,Mon Nov 14 23:44:21 2022,"Cleanup for prototype pitch build",   406 files changed, 56235 insertions(+), 5250 deletions(-) 
1e884e6,Ben Reid,Mon Nov 14 17:08:35 2022,"Crafting Update 2",   11 files changed, 1868 insertions(+), 328 deletions(-) 
48ad110,Ben Reid,Sun Nov 13 17:21:42 2022,"1st Crafting testing Iteration",   30 files changed, 140204 insertions(+), 22183 deletions(-) 
05ced94,KhalorGh,Fri Nov 11 23:51:28 2022,"Spell Casting",   1533 files changed, 1656539 insertions(+), 20 deletions(-) 
6d57525,KhalorGh,Fri Nov 11 19:10:08 2022,"Resource Acquire and Spellcasting",   28 files changed, 63966 insertions(+), 97 deletions(-) 
adfe776,KhalorGh,Fri Nov 11 15:49:49 2022,"Integration Cleanup",   4 files changed, 23 insertions(+) 
7605e7d,Ben Reid,Fri Nov 11 01:04:35 2022,"Nav fix",   4 files changed, 5 insertions(+), 5 deletions(-) 
3d92d11,Ben Reid,Fri Nov 11 00:57:09 2022,"URP/Puzzles Moved to this branch",   180 files changed, 51228 insertions(+), 384 deletions(-) 
57a2fc0,KhalorGh,Thu Nov 10 11:47:58 2022,"Woodcutting",   211 files changed, 10132 insertions(+), 47725 deletions(-) 
e2f2acc,Ben Reid,Mon Nov 7 23:18:14 2022,"Inventory/Crafting Tweaks",   229 files changed, 330 insertions(+), 46 deletions(-) 
f8ce7de,Ben Reid,Mon Nov 7 17:24:45 2022,"AI, and small fixes",   196 files changed, 25774 insertions(+), 34 deletions(-) 
